question_id,context_id,title,context,question,answer,question_type
21320,8,第五次イタリア戦争,戦争は前回の第四次イタリア戦争を終結させたニースの和約の失敗を起因とする。ニースの和約はカールとフランソワの長きにわたる争い、特にミラノ公国への請求を解決しようとした。1542年、口実を見つけたフランソワはすかさず宿敵カールに宣戦した。直後にネーデルラントで戦闘がおき、翌年にフランス=オスマン連合軍がニースを攻囲、北イタリアにも侵攻して血なまぐさいチェレゾーレの戦いを引き起こした。カールとヘンリーはフランスに侵攻したがブローニュ=シュル=メールとサン=ディジエの包囲が長引き、決定的な打撃はついぞ与えられなかった。,第四次イタリア戦争と第五次イタリア戦争の間をつなぐ和約とは、何ですか?,ニースの和約,Lexical variation (world knowledge)
21321,8,第五次イタリア戦争,戦争は前回の第四次イタリア戦争を終結させたニースの和約の失敗を起因とする。ニースの和約はカールとフランソワの長きにわたる争い、特にミラノ公国への請求を解決しようとした。1542年、口実を見つけたフランソワはすかさず宿敵カールに宣戦した。直後にネーデルラントで戦闘がおき、翌年にフランス=オスマン連合軍がニースを攻囲、北イタリアにも侵攻して血なまぐさいチェレゾーレの戦いを引き起こした。カールとヘンリーはフランスに侵攻したがブローニュ=シュル=メールとサン=ディジエの包囲が長引き、決定的な打撃はついぞ与えられなかった。,1542年のフランソワのカールへの宣戦布告により、どこにおいて戦闘が勃発したか?,ネーデルラント,Multiple sentence reasoning
21322,8,第五次イタリア戦争,戦争は前回の第四次イタリア戦争を終結させたニースの和約の失敗を起因とする。ニースの和約はカールとフランソワの長きにわたる争い、特にミラノ公国への請求を解決しようとした。1542年、口実を見つけたフランソワはすかさず宿敵カールに宣戦した。直後にネーデルラントで戦闘がおき、翌年にフランス=オスマン連合軍がニースを攻囲、北イタリアにも侵攻して血なまぐさいチェレゾーレの戦いを引き起こした。カールとヘンリーはフランスに侵攻したがブローニュ=シュル=メールとサン=ディジエの包囲が長引き、決定的な打撃はついぞ与えられなかった。,フランス=オスマン連合軍と戦った勢力は、カールと誰の勢力であったか?,ヘンリー,Lexical variation (world knowledge)
21323,9,第五次イタリア戦争,1544年末、カールとフランソワの間でクレピーの和約が成立したが、条約に盛り込まれた政略結婚の新郎であるオルレアン公シャルル2世が死去したことで和平は1年足らずで破綻した。和約に参加しなかったヘンリーは独力でフランソワと戦い続け、1546年のアルドレスの和約までねばった。フランソワとヘンリーが1547年に相次いで死去したことで、イタリア戦争の決着はその継承者に委ねられた。,クレピーの和約は、カールと誰の間で成立したの?,フランソワ,Syntactic variation
21324,9,第五次イタリア戦争,1544年末、カールとフランソワの間でクレピーの和約が成立したが、条約に盛り込まれた政略結婚の新郎であるオルレアン公シャルル2世が死去したことで和平は1年足らずで破綻した。和約に参加しなかったヘンリーは独力でフランソワと戦い続け、1546年のアルドレスの和約までねばった。フランソワとヘンリーが1547年に相次いで死去したことで、イタリア戦争の決着はその継承者に委ねられた。,クレピーの和約がもたらした短き平和は、誰の死去により破れましたか?,シャルル2世,Lexical variation (world knowledge)
21325,9,第五次イタリア戦争,1544年末、カールとフランソワの間でクレピーの和約が成立したが、条約に盛り込まれた政略結婚の新郎であるオルレアン公シャルル2世が死去したことで和平は1年足らずで破綻した。和約に参加しなかったヘンリーは独力でフランソワと戦い続け、1546年のアルドレスの和約までねばった。フランソワとヘンリーが1547年に相次いで死去したことで、イタリア戦争の決着はその継承者に委ねられた。,ヘンリーとフランソワの間では、どの和約が成立したか?,アルドレスの和約,Lexical variation (world knowledge)
21326,9,第五次イタリア戦争,1544年末、カールとフランソワの間でクレピーの和約が成立したが、条約に盛り込まれた政略結婚の新郎であるオルレアン公シャルル2世が死去したことで和平は1年足らずで破綻した。和約に参加しなかったヘンリーは独力でフランソワと戦い続け、1546年のアルドレスの和約までねばった。フランソワとヘンリーが1547年に相次いで死去したことで、イタリア戦争の決着はその継承者に委ねられた。,クレピーの和約とアルドレスの和約の共通点は、両方とも誰が参加したとのことか?,フランソワ,Multiple sentence reasoning
21327,10,第五次イタリア戦争,前回の第四次イタリア戦争を終結させたニースの和約は、長きにわたった争いを解決することに失敗した。和約は神聖ローマ皇帝とフランス王に矛を収めさせ、協商をはじめさせたが、二人とも戦争の結果に満足しなかった。フランソワ1世はミラノ公国への請求を取り下げようとせず、カール5世はフランソワが第三次イタリア戦争の最中、スペインで囚われていたときに署名したマドリード条約を履行させようとした。ミラノのほかにもカール5世のブルゴーニュに対する請求やフランソワ1世のナポリとフランドルに対する請求など、問題は山積みであった。,ニースの和約は、神聖ローマ皇帝と誰の間で成立したの?,フランス王,Lexical variation (world knowledge)
21328,10,第五次イタリア戦争,前回の第四次イタリア戦争を終結させたニースの和約は、長きにわたった争いを解決することに失敗した。和約は神聖ローマ皇帝とフランス王に矛を収めさせ、協商をはじめさせたが、二人とも戦争の結果に満足しなかった。フランソワ1世はミラノ公国への請求を取り下げようとせず、カール5世はフランソワが第三次イタリア戦争の最中、スペインで囚われていたときに署名したマドリード条約を履行させようとした。ミラノのほかにもカール5世のブルゴーニュに対する請求やフランソワ1世のナポリとフランドルに対する請求など、問題は山積みであった。,カール5世はフランソワにどの条約を履行させようとしましたか?,マドリード条約,Syntactic variation
21329,10,第五次イタリア戦争,前回の第四次イタリア戦争を終結させたニースの和約は、長きにわたった争いを解決することに失敗した。和約は神聖ローマ皇帝とフランス王に矛を収めさせ、協商をはじめさせたが、二人とも戦争の結果に満足しなかった。フランソワ1世はミラノ公国への請求を取り下げようとせず、カール5世はフランソワが第三次イタリア戦争の最中、スペインで囚われていたときに署名したマドリード条約を履行させようとした。ミラノのほかにもカール5世のブルゴーニュに対する請求やフランソワ1世のナポリとフランドルに対する請求など、問題は山積みであった。,ニースの和約とマドリード条約のうち、その締結時期がより早いのは、どちらか?,マドリード条約,Logical reasoning
21330,10,第五次イタリア戦争,前回の第四次イタリア戦争を終結させたニースの和約は、長きにわたった争いを解決することに失敗した。和約は神聖ローマ皇帝とフランス王に矛を収めさせ、協商をはじめさせたが、二人とも戦争の結果に満足しなかった。フランソワ1世はミラノ公国への請求を取り下げようとせず、カール5世はフランソワが第三次イタリア戦争の最中、スペインで囚われていたときに署名したマドリード条約を履行させようとした。ミラノのほかにもカール5世のブルゴーニュに対する請求やフランソワ1世のナポリとフランドルに対する請求など、問題は山積みであった。,ニースの和約とマドリード条約の共通しているところは、フランソワ1世と誰の間で締結されたとのことか?,カール5世,Multiple sentence reasoning
21331,11,第五次イタリア戦争,1538年と1539年の間、両大国は調整を続けた。1539年、フランソワはヘントの反乱に直面していたカールを会談に誘った。当時スペインにいたカールは反乱鎮圧のためにフランスを経てネーデルラントへ向かわなければならず、この申し出に同意した。歓待を受けたカールは宗教改革についての議論に前向きだったが、政治的な問題の解決は引き延ばされ、フランス領を離れるまでに合意したことは何もなかった。,カール5世が1539年のフランソワの会談への誘いに応じなざるを得なかったのは、どの反乱の鎮圧のためにフランスを経てネーデルラントへ向かわなければならかったからなの?,ヘントの反乱,Multiple sentence reasoning
21332,11,第五次イタリア戦争,1538年と1539年の間、両大国は調整を続けた。1539年、フランソワはヘントの反乱に直面していたカールを会談に誘った。当時スペインにいたカールは反乱鎮圧のためにフランスを経てネーデルラントへ向かわなければならず、この申し出に同意した。歓待を受けたカールは宗教改革についての議論に前向きだったが、政治的な問題の解決は引き延ばされ、フランス領を離れるまでに合意したことは何もなかった。,ヘントの反乱は、どこで起こったことでありましたか?,ネーデルラント,Logical reasoning
21333,11,第五次イタリア戦争,1538年と1539年の間、両大国は調整を続けた。1539年、フランソワはヘントの反乱に直面していたカールを会談に誘った。当時スペインにいたカールは反乱鎮圧のためにフランスを経てネーデルラントへ向かわなければならず、この申し出に同意した。歓待を受けたカールは宗教改革についての議論に前向きだったが、政治的な問題の解決は引き延ばされ、フランス領を離れるまでに合意したことは何もなかった。,フランソワとの議論の中で、カールが前向きであったと書かれているのは、何に対してか?,宗教改革,Lexical variation (world knowledge)
21334,11,第五次イタリア戦争,1538年と1539年の間、両大国は調整を続けた。1539年、フランソワはヘントの反乱に直面していたカールを会談に誘った。当時スペインにいたカールは反乱鎮圧のためにフランスを経てネーデルラントへ向かわなければならず、この申し出に同意した。歓待を受けたカールは宗教改革についての議論に前向きだったが、政治的な問題の解決は引き延ばされ、フランス領を離れるまでに合意したことは何もなかった。,カールとフランソワとの会談で、二人が合意したのは、何か?,何もなかった,Lexical variation (world knowledge)
21335,12,第五次イタリア戦争,1540年3月、カール5世は政略結婚を提案した。長女マリア・デ・アブスブルゴとフランソワの三男・オルレアン公シャルル2世を結婚させ、皇帝の死後ネーデルラント、ブルゴーニュ、シャロレーを継承する、という計画である。一方、その条件として、フランソワはミラノ公国とサヴォイア公国への請求を取り下げ、マドリード条約と貴婦人の和約を履行し、カールと同盟を結ぶ。フランソワはミラノを失うというコストがあまりに大きく、また両条約を何としても履行したくないことから、4月24日に「ミラノを諦める代わりにネーデルラントをすぐに得る」と逆提案した。交渉は数週間続いたが全く進まず、6月には打ち切られた。,カール5世は、誰に対して政略結婚を提案したの?,フランソワ,Multiple sentence reasoning
21336,12,第五次イタリア戦争,1540年3月、カール5世は政略結婚を提案した。長女マリア・デ・アブスブルゴとフランソワの三男・オルレアン公シャルル2世を結婚させ、皇帝の死後ネーデルラント、ブルゴーニュ、シャロレーを継承する、という計画である。一方、その条件として、フランソワはミラノ公国とサヴォイア公国への請求を取り下げ、マドリード条約と貴婦人の和約を履行し、カールと同盟を結ぶ。フランソワはミラノを失うというコストがあまりに大きく、また両条約を何としても履行したくないことから、4月24日に「ミラノを諦める代わりにネーデルラントをすぐに得る」と逆提案した。交渉は数週間続いたが全く進まず、6月には打ち切られた。,カール5世の政略結婚の提案に対し、フランソワは何の取り下げを条件にしましたか?,ミラノ公国とサヴォイア公国への請求,Lexical variation (world knowledge)
21337,12,第五次イタリア戦争,1540年3月、カール5世は政略結婚を提案した。長女マリア・デ・アブスブルゴとフランソワの三男・オルレアン公シャルル2世を結婚させ、皇帝の死後ネーデルラント、ブルゴーニュ、シャロレーを継承する、という計画である。一方、その条件として、フランソワはミラノ公国とサヴォイア公国への請求を取り下げ、マドリード条約と貴婦人の和約を履行し、カールと同盟を結ぶ。フランソワはミラノを失うというコストがあまりに大きく、また両条約を何としても履行したくないことから、4月24日に「ミラノを諦める代わりにネーデルラントをすぐに得る」と逆提案した。交渉は数週間続いたが全く進まず、6月には打ち切られた。,1540年3月のカール5世のフランソワに対する提案は、何月になると打ち切られることとなったか?,6月,Multiple sentence reasoning
21338,12,第五次イタリア戦争,1540年3月、カール5世は政略結婚を提案した。長女マリア・デ・アブスブルゴとフランソワの三男・オルレアン公シャルル2世を結婚させ、皇帝の死後ネーデルラント、ブルゴーニュ、シャロレーを継承する、という計画である。一方、その条件として、フランソワはミラノ公国とサヴォイア公国への請求を取り下げ、マドリード条約と貴婦人の和約を履行し、カールと同盟を結ぶ。フランソワはミラノを失うというコストがあまりに大きく、また両条約を何としても履行したくないことから、4月24日に「ミラノを諦める代わりにネーデルラントをすぐに得る」と逆提案した。交渉は数週間続いたが全く進まず、6月には打ち切られた。,カール5世とフランソワの間での交渉が打ち切られたのは、誰が条件を履行しないまま、逆提案までしてきたからであるか?,フランソワ,Multiple sentence reasoning
21339,13,第五次イタリア戦争,フランソワはすぐ同盟者集めを始めた。当時、ユーリヒ=クレーフェ=ベルク公ヴィルヘルム5世は第三次ゲルデルン継承戦争でカール5世とゲルデルン公位を争っており、後ろ楯を得るためにジャンヌ・ダルブレと結婚した。シュマルカルデン同盟にも声をかけたが、同盟側の動きは鈍く、フランソワは同盟締結に失敗した。1542年までに、ドイツ北部でフランソワと同盟しそうな諸侯は全て皇帝に確保された。遠い東方ではフランスの努力が結実して、フランス・オスマン同盟が更新された。オスマン帝国のスレイマン1世は、オスマンのハンガリー侵攻から皇帝の目をそらすため、フランスと帝国の争いを煽った。,カール5世との交渉が打ち切られて、フランソワは何に取り掛かったの?,同盟者集め,Lexical variation (world knowledge)
21340,13,第五次イタリア戦争,フランソワはすぐ同盟者集めを始めた。当時、ユーリヒ=クレーフェ=ベルク公ヴィルヘルム5世は第三次ゲルデルン継承戦争でカール5世とゲルデルン公位を争っており、後ろ楯を得るためにジャンヌ・ダルブレと結婚した。シュマルカルデン同盟にも声をかけたが、同盟側の動きは鈍く、フランソワは同盟締結に失敗した。1542年までに、ドイツ北部でフランソワと同盟しそうな諸侯は全て皇帝に確保された。遠い東方ではフランスの努力が結実して、フランス・オスマン同盟が更新された。オスマン帝国のスレイマン1世は、オスマンのハンガリー侵攻から皇帝の目をそらすため、フランスと帝国の争いを煽った。,カール5世とゲルデルン公位を巡って争ったのは、誰ですか?,ヴィルヘルム5世,Lexical variation (world knowledge)
21341,13,第五次イタリア戦争,フランソワはすぐ同盟者集めを始めた。当時、ユーリヒ=クレーフェ=ベルク公ヴィルヘルム5世は第三次ゲルデルン継承戦争でカール5世とゲルデルン公位を争っており、後ろ楯を得るためにジャンヌ・ダルブレと結婚した。シュマルカルデン同盟にも声をかけたが、同盟側の動きは鈍く、フランソワは同盟締結に失敗した。1542年までに、ドイツ北部でフランソワと同盟しそうな諸侯は全て皇帝に確保された。遠い東方ではフランスの努力が結実して、フランス・オスマン同盟が更新された。オスマン帝国のスレイマン1世は、オスマンのハンガリー侵攻から皇帝の目をそらすため、フランスと帝国の争いを煽った。,フランスと同盟を組んだ唯一の国は、どの国か?,オスマン帝国,Lexical variation (world knowledge)
21342,13,第五次イタリア戦争,フランソワはすぐ同盟者集めを始めた。当時、ユーリヒ=クレーフェ=ベルク公ヴィルヘルム5世は第三次ゲルデルン継承戦争でカール5世とゲルデルン公位を争っており、後ろ楯を得るためにジャンヌ・ダルブレと結婚した。シュマルカルデン同盟にも声をかけたが、同盟側の動きは鈍く、フランソワは同盟締結に失敗した。1542年までに、ドイツ北部でフランソワと同盟しそうな諸侯は全て皇帝に確保された。遠い東方ではフランスの努力が結実して、フランス・オスマン同盟が更新された。オスマン帝国のスレイマン1世は、オスマンのハンガリー侵攻から皇帝の目をそらすため、フランスと帝国の争いを煽った。,オスマン帝国は、どこを侵攻したことにより帝国との関係が悪化していたか?,ハンガリー,Lexical variation (world knowledge)
21343,14,第五次イタリア戦争,しかし、1541年7月4日、フランス駐オスマン大使のアントワーヌ・ド・リンコンがパヴィアを通過中、帝国軍に殺された。フランソワの抗議に対し、カールは責任を否定し、教皇の助けを借りて調査することを約束した。カールは北アフリカ遠征の計画を立てていたため、これ以上ヨーロッパでの争いに巻き込まれたくなかった。,アントワーヌ・ド・リンコンが殺されたのは、いつのことなの?,1541年7月4日,Syntactic variation
21344,14,第五次イタリア戦争,しかし、1541年7月4日、フランス駐オスマン大使のアントワーヌ・ド・リンコンがパヴィアを通過中、帝国軍に殺された。フランソワの抗議に対し、カールは責任を否定し、教皇の助けを借りて調査することを約束した。カールは北アフリカ遠征の計画を立てていたため、これ以上ヨーロッパでの争いに巻き込まれたくなかった。,アントワーヌ・ド・リンコンは、どこを通過中に帝国軍により殺されましたか?,パヴィア,Syntactic variation
